"","TransactionNumber","UserID","Age","Gender","Occupation","EducationLevel","MaritalStatus","NumDependents","Income","Expenditure","GiftsTransaction","TransactionDate","TransactionTime","TransactionAmount","MerchantID","TransactionType","TransactionLocation","DeviceType","Latitude","Longitude","EmailDomain","Terrorism","UserTenure","IsFraud"
"120",12590,2315,31,"Male","Professional","High School","Married",1,70090.35,49408.28,"£ 10641.88","2023-12-30","06:20:57",127.51,"M008","Purchase","Perth","Desktop",-25.042261,117.793221,"davidrodriguez@yahoo.com","False",6,0
"121",2186,4666,-1,"Female","Professional","Master","Single",0,70486.11,25187.14,"3033.96 GBP","2023-04-20","12:02:27",122.55,"M007","Transfer","Melbourne","Desktop",-37.0201,144.9646,"william47@disposable.com","False",26,0
"122",13240,1955,44,"Other","Student","Bachelor","Married",2,40968.3,25277.64,"2243.08 GBP","2023-10-09","18:15:40",274.39,"M004","Transfer","Brisbane","Mobile",-37.0201,144.9646,"xbrooks@gmail.com","False",112,0
"123",16323,4361,44,"Female","Professional","Bachelor","Single",1,72238.44,48609.352,"6813.78 AUD","2023-05-05","11:14:06",31.392,"M008","Payment","Brisbane","Desktop",-20.917574,142.702789,"hopkinsstacey@yahoo.com","False",107,0
"124",8606,2625,-1,"Female","Student","Bachelor","Married",3,71740.1,42957.44,"£ 7841.49","2023-11-13","14:07:47",220.49,"M004","Withdrawal","Adelaide","iphone 15",-35.473469,149.012375,"margaret78@disposable.com","True",28,1
"125",12959,4363,19,"Male","Retired","Master","Single",3,78880.96,24369.88,"8319.66 GBP","2023-09-29","10/05/41",368.49,"M002","Withdrawal","Melbourne","Desktop",-31.840233,145.612793,"charlotte82@outlook.com","False",103,0
"126",11545,103,21,"Male","Student","High School","Single",3,57384.51,40721.71,"£ 10819.52","2023-04-27","03:26:27",79.65,"M003","Withdrawal","Melbourne","Mobile",-30.000233,136.209152,"amy88@gmail.com","False",99,1
"127",1432,4635,42,"Female","Student","PhD","Married",2,30528.11,22169.73,"£ 110.06","2023-12-02","00:00:00",700.18,"M004","Withdrawal","Melbourne","Mobile",-20.917574,142.702789,"fbrown@outlook.com","False",98,1
"128",17484,2033,41,"Female","Student","High School","Married",2,50601.21,22016.928,"AU$ 5835.35","2023-07-07","15:04:16",1082.804,"M005","Purchase","Adelaide","iphone 15",-31.840233,145.612793,"vazquezolivia@gmail.com","True",94,0
"129",16421,3070,19,"Male","Professional","Bachelor","Married",4,62759.76,37163.16,"4600.29 AUD","2023-07-08","11:55:41",155.784,"M006","Payment","Perth","Desktop",-35.473469,149.012375,"eturner@gmail.com","False",85,0
"130",12305,1285,18,"Male","Professional","Bachelor","Married",2,111914.84,46861.04,"2826.13 GBP","2023-09-05","23:59:59",158.04,"M005","Purchase","Adelaide","galaxys7",-37.0201,144.9646,"richardhopkins@outlook.com","True",109,0
"131",2752,1267,55,"Female","Professional","Master","Widowed",4,34128.07,22746.13,"1301.14 GBP","2023-09-05","09:04:27",826.44,"M008","Purchase","Sydney","Mobile",-37.0201,144.9646,"colemanandrea@outlook.com","True",117,0
"132",6270,4418,-1,"Other","Professional","Bachelor","Single",1,37967.02,16299.74,"636.38 GBP","2023-11-04","20:28:12",180.26,"M004","Purchase","Canberra","Mobile",-37.0201,144.9646,"jessicaburnett@gmail.com","True",65,0
"133",332,2819,34,"Female","Professional","Bachelor","Married",3,76955,23468.76,"£ 451.18","2023-02-08","10:06:03",22.93,"M006","Withdrawal","Melbourne","mob",-20.917574,142.702789,"matthew88@tempmail.com","False",61,0
"134",3030,115,-1,"Male","Retired","High School","Single",0,86292.53,52375.69,"1361.16 GBP","2023-09-21","19:39:52",323.21,"M007","Transfer","Perth","Mobile",-31.840233,145.612793,"brittanystark@yahoo.com","False",105,0
"135",2102,3787,27,"Male","Student","Bachelor","Single",3,121552.99,55573.07,"£ 2897.2","2023-11-29","13:00:39",221.72,"M001","Transfer","Canberra","Desktop",-31.840233,145.612793,"nrosales@outlook.com","False",18,0
"136",1362,3125,23,"Female","Student","High School","Single",0,70276.22,24424.34,"£ 2746.23","2023-05-24","03:27:21",316.6,"M001","Payment","Melbourne","Desktop",-25.042261,117.793221,"qeverett@yahoo.com","False",88,0
"137",306,3533,43,"Female","Professional","High School","Married",1,85854.75,42984.6,"2129.56 GBP","2023-12-27","13/16/51",100,"M002","Purchase","Perth","Desktop",-31.840233,145.612793,"bwolfe@disposable.com","False",111,0
"138",14302,4352,35,"Male","Professional","High School","Single",0,84687.96,32395.98,"4553.98 GBP","2023-10-17","11/37/34",170.52,"M007","Withdrawal","Melbourne","Desktop",-31.840233,145.612793,"qchen@outlook.com","False",8,0
"139",7145,1335,36,"Male","Professional","High School","Married",4,77443.2,40882,"£ 7199.04","2023-10-13","00:00:00",245.95,"M003","Withdrawal","Hobart","android",-20.917574,142.702789,"wonglinda@gmail.com","False",6,1
"140",7330,81,-1,"Male","Professional","Master","Single",3,83358.57,34649.64,"3961.45 GBP","2023-06-17","18:43:47",419.68,"M001","Purchase","Canberra","Mobile",-37.0201,144.9646,"lisa89@yahoo.com","False",113,0
"141",3891,1114,-1,"Other","Retired","High School","Married",4,69271.9,24202.02,"£ 5003.92","2023-10-22","14:31:44",502.42,"M001","Purchase","melbourne","Tablet",-37.0201,144.9646,"michael69@yahoo.com","True",63,0
"142",5652,1904,47,"Other","Student","High School","Single",0,52655.75,29975.19,"3698.42 GBP","2023-08-31","05:55:53",690.98,"M003","Withdrawal","Perth","Mobile",-35.473469,149.012375,"simpsonmatthew@disposable.com","False",18,1
"143",10402,4164,33,"Male","Professional","High School","Married",1,75243.95,46274.25,"3056.21 GBP","2023-09-29","15:36:57",173.13,"M006","Transfer","Darwin","Mobile",-37.0201,144.9646,"xwilliams@outlook.com","False",69,0
"144",1995,2250,-1,"Male","Professional","High School","Married",4,81153.05,36558.46,"£ 334.84","2023-12-29","20:44:19",50.89,"M007","Purchase","Canberra","Mobile",-25.042261,117.793221,"shawnchristensen@yahoo.com","False",65,0
"145",2952,816,18,"Male","Unemployed","Bachelor","Single",3,92306.98,62523.62,"£ 7049.69","2023-11-17","06:43:43",39.92,"M004","Payment","Darwin","Mobile",-31.840233,145.612793,"susan57@gmail.com","False",13,0
"146",14806,2234,50,"Male","Professional","High School","Married",2,85506.26,32201.14,"AU$ 13238.42","2023-06-26","06/30/16",750.18,"M008","Purchase","Hobart","Desktop",-25.042261,117.793221,"debralara@gmail.com","False",54,0
"147",9881,3369,36,"Female","Student","High School","Married",2,84724.52,38765.95,"2506.31 GBP","2023-08-27","15:19:30",742.24,"M003","Withdrawal","Darwin","Tablet",-20.917574,142.702789,"kennethmarsh@gmail.com","False",99,1
"148",17147,1717,36,"Female","Professional","Master","Married",1,70965.18,50408.956,"AU$ 5919.06","2023-02-11","14:19:48",19.112,"M005","Purchase","Perth","Mobile",-31.840233,145.612793,"nathanreilly@yahoo.com","False",94,0
"149",5403,2764,36,"Male","Professional","High School","Single",0,18302.79,6206.25,"903.8 GBP","2023-08-29","22:14:02",459.45,"M005","Purchase","Melbourne","Desktop",-30.000233,136.209152,"jacksoncindy@yahoo.com","True",103,0
"150",10599,2070,43,"Female","Student","PhD","Single",4,55775.04,44355.3,"£ 5479.86","2023-11-21","00:00:00",349.52,"M002","Transfer","Canberra","Mobile",-20.917574,142.702789,"millerdeborah@yahoo.com","False",109,1
"151",8364,4941,42,"Female","Professional","High School","Widowed",0,78348.5,56512.61,"21.61 GBP","2023-07-04","17:25:03",155.76,"M008","Purchase","Sydney","Desktop",-20.917574,142.702789,"trujillolaura@yahoo.com","True",118,0
"152",5292,1969,50,"Male","Unemployed","High School","Married",4,45967.53,34216.26,"4359.72 GBP","2023-12-01","17:44:36",140.89,"M003","Transfer","Adelaide","Desktop",-37.0201,144.9646,"ppineda@outlook.com","False",59,0
"153",15100,2021,33,"Male","Professional","High School","Married",2,37902.13,12644.896,"3230.51 AUD","2023-04-02","04:07:47",1070.832,"M002","Purchase","Brisbane","Mobile",-41.640079,146.315918,"laura58@yahoo.com","False",67,1
"154",17667,1731,38,"Male","Unemployed","Bachelor","Married",1,48351.05,38198.94,"4938.79 AUD","2023-10-16","03:41:16",71.316,"M005","Purchase","Melbourne","iphone 15",-25.042261,117.793221,"henryjohnson@yahoo.com","False",78,0
"155",16982,361,50,"Male","Professional","PhD","Married",1,129013.48,83396.912,"34562.55 AUD","2023-12-03","07:02:46 AM",65.316,"M003","Withdrawal","Brisbane","Mobile",-37.0201,144.9646,"williedouglas@gmail.com","True",112,1
"156",7408,434,32,"Female","Retired","High School","Married",4,55167.16,18380.59,"£ 2866.56","2023-11-23","08:19:24",131.4,"M001","Payment","Hobart","Mobile",-31.840233,145.612793,"waltersdouglas@gmail.com","True",67,0
"157",4925,2107,37,"Other","Professional","High School","Divorced",0,126661.66,85538.59,"£ 10494.23","2023-11-09","08/45/19",689.27,"M004","Purchase","Perth","Mobile",-31.840233,145.612793,"smyers@securemail.com","True",58,0
"158",9815,188,34,"Female","Unemployed","Bachelor","Married",1,82038.5,47070.12,"4256.02 GBP","2023-09-18","04:12:35",37.94,"M001","Purchase","Canberra","Mobile",-31.840233,145.612793,"angela98@gmail.com","True",16,1
"159",6244,159,-1,"Male","Unemployed","High School","Married",2,126075.79,51439.85,"£ 9006.92","2023-03-21","15:02:20",16.81,"M002","Transfer","Perth","Tablet",-37.0201,144.9646,"jon95@yahoo.com","True",32,0
"160",18031,3726,49,"Female","Retired","Bachelor","Widowed",4,44867.26,18271.592,"3410.14 AUD","2023-12-28","12:46:47",87.76,"M002","Purchase","Hobart","Desktop",-25.042261,117.793221,"gainesshawn@gmail.com","False",112,0
"161",8513,4354,32,"Male","Student","High School","Single",4,83709.16,64429.76,"3575.14 GBP","2023-08-09","13:33:31",32.79,"M002","Transfer","Darwin","Mobile",-31.840233,145.612793,"stephaniegill@outlook.com","True",32,0
"162",8310,2317,24,"Male","Student","Master","Married",1,92493.99,52814.29,"£ 848.14","2023-10-16","01:02:49",4.69,"M008","Transfer","Perth","Mobile",-31.840233,145.612793,"debraobrien@gmail.com","False",56,1
"163",16981,2702,39,"Female","Student","High School","Single",2,35203.77,25372.832,"AU$ 1447.14","2023-12-08","15:13:29",18.088,"M008","Transfer","Sydney","Mobile",-20.917574,142.702789,"ahooper@outlook.com","False",45,0
"164",2447,4505,-1,"Male","Retired","Bachelor","Married",4,84475.87,64293,"£ 3477.98","2023-09-03","22:57:03",165.76,"M003","Purchase","Sydney","Mobile",-20.917574,142.702789,"jharris@gmail.com","True",19,0
"165",16079,1614,28,"Female","Student","Bachelor","Single",2,37937.14,23570.24,"2537.63 AUD","2023-03-31","08:14:39",3949.872,"M006","Payment","Sydney","Tablet",-37.0201,144.9646,"zwerner@gmail.com","True",85,1
"166",3573,4234,-1,"Male","Unemployed","High School","Married",4,98214.94,53090.28,"£ 13904.8","2023-12-29","10:00:39",37.62,"M001","Purchase","Perth","Desktop",-31.840233,145.612793,"travis28@gmail.com","True",27,0
"167",11773,2275,-1,"Female","Unemployed","Master","Single",0,30892.63,19831.98,"872.06 GBP","2023-08-22","05:46:25",136.02,"M004","Withdrawal","Adelaide","Desktop",-37.0201,144.9646,"nriley@gmail.com","True",113,1
"168",10470,3527,30,"Male","Professional","Bachelor","Divorced",1,30512.07,10875.43,"459.58 GBP","2023-05-29","04:10:01",96.17,"M002","Purchase","Melbourne","Tablet",-31.840233,145.612793,"jessicahall@gmail.com","False",52,0
"169",15731,2295,31,"Male","Professional","PhD","Married",2,60395.1,46703.564,"AU$ 1084.33","2023-10-27","08:23:08",21.44,"M004","Purchase","Adelaide","Mobile",-20.917574,142.702789,"jose95@gmail.com","True",62,0
"170",1115,4032,39,"Male","Professional","Bachelor","Single",1,42220.02,17591.27,"2390.35 GBP","2023-12-18","04:31:45",486.79,"M001","Payment","Mel","Mobile",-31.840233,145.612793,"zbryant@gmail.com","True",85,0
"171",12024,1839,38,"Male","Student","Bachelor","Married",0,115290.86,57400.69,"£ 1298.94","2023-12-25","14:17:15",272.34,"M004","Transfer","Melbourne","Mobile",-31.840233,145.612793,"kaylalong@yahoo.com","False",68,0
"172",16159,3083,35,"Female","Professional","High School","Single",1,24716.72,13298.584,"AU$ 6300.48","2023-05-17","14:39:09",95.36,"M007","Withdrawal","Hobart","Desktop",-25.042261,117.793221,"bmeyer@gmail.com","False",89,1
"173",12445,408,49,"Male","Professional","Bachelor","Divorced",0,147097.61,96066.53,"3749.95 GBP","2023-05-10","04:44:53",69.69,"M002","Purchase","Darwin","Mobile",-31.840233,145.612793,"amy43@gmail.com","False",59,1
"174",3466,2908,-1,"Female","Professional","Master","Married",0,48514.74,18615.11,"£ 222.22","2023-05-22","04:48:39",86.47,"M004","Purchase","Brisbane","smartphone",-20.917574,142.702789,"douglas54@gmail.com","False",80,1
"175",5145,3871,25,"Female","Professional","High School","Single",2,33628.78,19020.93,"1529.71 GBP","2023-08-24","08/10/15",63.93,"M005","Payment","Melbourne","Desktop",-37.0201,144.9646,"jacobalexander@outlook.com","False",76,0
"176",8079,2719,33,"Male","Professional","Bachelor","Married",1,34311.88,18472.76,"£ 142.12","2023-09-27","05:09:37",1415.18,"M008","Withdrawal","Hobart","Desktop",-25.042261,117.793221,"duartekaitlyn@disposable.com","False",27,1
"177",13048,3125,23,"Female","Student","High School","Single",0,70276.22,24424.34,"2746.23 GBP","2023-05-24","03:35:33",447.04,"M006","Purchase","Perth","Mobile",-25.042261,117.793221,"qeverett@yahoo.com","False",88,1
"178",4339,698,35,"Male","Student","High School","Widowed",4,55141.54,43092.51,"5609.16 GBP","2023-05-11","00:00:00",252.29,"M002","Purchase","Darwin","Mobile",-31.840233,145.612793,"ericamelton@yahoo.com","False",107,1
"179",10205,728,21,"Other","Student","High School","Single",2,87555.74,35503.36,"£ 2590.7","2023-12-30","10:07:12",716.38,"M007","Purchase","Perth","Tablet",-31.840233,145.612793,"laura27@tempmail.com","False",29,0
"180",8813,4921,28,"Female","Student","High School","Single",2,123034.58,53862.68,"8853.89 GBP","2023-11-14","03:48:18",12.67,"M003","Purchase","Brisbane","Mobile",-31.840233,145.612793,"thompsonmichael@gmail.com","False",58,1
"181",7061,4004,31,"Male","Professional","Bachelor","Married",2,118837.87,35695.35,"11769.66 GBP","2023-04-23","09:07:54",136.69,"M004","Withdrawal","Sydney","Tablet",-31.840233,145.612793,"smithdaniel@outlook.com","True",62,1
"182",13289,54,26,"Female","Professional","Bachelor","Single",3,37147.68,22553.66,"487.72 GBP","2023-05-16","23:00:28",60.8,"M004","Purchase","melbourne","Desktop",-37.0201,144.9646,"robert71@disposable.com","True",76,0
"183",10950,2398,34,"Male","Professional","Master","Single",0,46932.04,27346.78,"1048.28 GBP","2023-12-22","11:33:43",155.09,"M007","Withdrawal","Hobart","Tablet",-37.0201,144.9646,"cathyadkins@gmail.com","False",116,1
"184",7388,3290,35,"Male","Professional","Bachelor","Married",3,38806.94,14110.38,"£ 1114.86","2023-07-24","18:37:42",202,"M008","Purchase","Canberra","Tablet",-37.0201,144.9646,"jbullock@gmail.com","False",71,0
"185",12353,3240,40,"Female","Unemployed","Bachelor","Divorced",4,40833.58,24272.77,"1602.62 GBP","2023-12-15","20/19/09",418.76,"M006","Transfer","Melbourne","Desktop",-25.042261,117.793221,"matthewmora@tempmail.com","False",86,0
"186",5070,2914,34,"Male","Student","Bachelor","Married",4,56727.2,29659.41,"5668.59 GBP","2023-09-20","01:45:33",2.5,"M007","Purchase","Darwin","Mobile",-31.840233,145.612793,"mary00@gmail.com","True",4,1
"187",5825,4545,35,"Female","Professional","Bachelor","Single",1,66317.82,43324.6,"£ 3250.25","2023-12-14","04:46:45",160.63,"M004","Purchase","Adelaide","Desktop",-20.917574,142.702789,"stefanie71@gmail.com","True",75,1
"188",9357,1791,34,"Male","Unemployed","Bachelor","Married",1,81400.22,57117.17,"£ 1033.43","2023-10-08","00:30:17",546.57,"M008","Transfer","Perth","Desktop",-20.917574,142.702789,"davidalvarez@outlook.com","False",88,1
"189",10778,2464,-1,"Other","Retired","High School","Single",4,39071.11,28667.78,"1381.87 GBP","2023-01-13","15:00:44",101.99,"M007","Purchase","Sydney","Desktop",-35.473469,149.012375,"masonkirk@gmail.com","False",71,0
"190",11772,3726,49,"Female","Retired","Bachelor","Widowed",4,44867.26,18344.97,"1739.17 GBP","2023-12-18","13:34:29",82.57,"M004","Purchase","Canberra","Mobile",-25.042261,117.793221,"gainesshawn@gmail.com","False",112,0
"191",15612,804,39,"Male","Student","Bachelor","Widowed",3,76706.38,59231.632,"AU$ 12999.3","2023-10-15","17/35/44",521.792,"M003","Payment","Mel","Mobile",-19.491411,132.550964,"rachelferguson@outlook.com","False",67,0
"192",9443,420,28,"Female","Student","Bachelor","Single",2,77734.81,37710.48,"3826.39 GBP","2023-11-21","15:31:09",50.81,"M008","Purchase","Darwin","Desktop",-31.840233,145.612793,"upacheco@gmail.com","True",97,0
"193",15804,574,51,"Male","Professional","Bachelor","Single",3,86809.84,65747.436,"AU$ 4971.95","2023-12-06","04:43:06",52.468,"M002","Withdrawal","Canberra","Desktop",-20.917574,142.702789,"hnixon@yahoo.com","False",77,1
"194",10389,3512,18,"Female","Professional","Bachelor","Married",0,155199.89,122061.63,"£ 6490.1","2023-10-26","11:13:19 AM",231.05,"M008","Transfer","Adelaide","Desktop",-31.840233,145.612793,"danderson@yahoo.com","True",25,0
"195",5383,2515,18,"Female","Professional","Bachelor","Single",3,78632.75,55730.7,"£ 1600.05","2023-01-20","04:25:06 PM",14.42,"M008","Purchase","Melbourne","Mobile",-31.840233,145.612793,"diana13@outlook.com","False",57,0
"196",6769,4976,27,"Male","Retired","High School","Single",1,67484.59,29461.69,"757.67 GBP","2023-02-06","03:39:09",336.78,"M005","Purchase","melbourne","Mobile",-25.042261,117.793221,"hayneskelli@yahoo.com","False",6,0
"197",134,630,-1,"Male","Professional","High School","Single",2,33147.62,17387.2,"1698.65 GBP","2023-11-05","14:25:01",177.34,"M007","Purchase","Sydney","Mobile",-25.042261,117.793221,"shawnawright@outlook.com","False",118,0
"198",10931,2898,18,"Female","Student","Bachelor","Married",1,49711.46,23490.62,"1832.48 GBP","2023-05-23","17:47:13",31.36,"M002","Withdrawal","melbourne","Mobile",-30.000233,136.209152,"qgarcia@outlook.com","False",63,0
"199",10924,4922,46,"Female","Professional","High School","Single",2,72968.32,22114.52,"£ 1832.97","2023-10-02","23:26:17",21.21,"M003","Payment","Perth","Mobile",-31.840233,145.612793,"valerie52@gmail.com","False",99,0
"200",12821,3832,47,"Female","Student","High School","Divorced",3,66370.25,38464.21,"£ 5824.4","2023-12-26","06/12/18",290.27,"M006","Transfer","Sydney","Tablet",-37.0201,144.9646,"cesar82@outlook.com","False",95,0
"201",7025,4406,30,"Male","Student","High School","Single",0,43450.97,17077.37,"£ 62.38","2023-07-18","00:18:18",52.72,"M005","Payment","Perth","Mobile",-37.0201,144.9646,"qowens@yahoo.com","False",113,1
"202",18219,3951,33,"Female","Professional","Master","Married",3,142732.26,111641.004,"AU$ 712.07","2023-02-12","00:00:00",1091.232,"M004","Purchase","Sydney","Mobile",-31.840233,145.612793,"charlesraymond@outlook.com","True",18,1
